ID,Q57,Q1,Q14,Q17,Q3,Q21,Q22,Region,Division,744 valid responses,363,300,90,20,14,9,60,48,6,102,49,28,7,301,205,105,33,22,17,8,234,87,74,52,36,12,11,42,15,12,,,,,,,,,,,,,,,,,,,,,
961,1,2,1,4,3,3,2,NE,2,"1. Deciding what to teach - what knowledge and skills will undergraduates need in five years?2. Deciding how to teach - what will capture the imagination of students and gett them interested in this important area of study?",,,,,,,,,,,,,,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,1,3,2,5,9,4,1,NE,1,Bioinformatics needs to be incorporated early in the curriculum at the Freshman and Sophomore levels.,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,2,3,2,4,4,1,3,SO,7,Access to computation tools and professors to adequately teach the subject.,1,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,2,1,3,4,7,5,3,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,1,4,2,4,2,4,3,MW,3,Development of curriculum that can adapt to and integrate with the available computing resources.,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
966,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,1,2,2,4,2,3,1,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,1,3,1,4,8,2,2,SO,5,lack of resources,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,1,3,1,4,3,2,3,WE,9,"Getting up to speed on latest developments-- what are the best applications/programs to use, how to use them",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,2,2,1,2,3,1,1,WE,9,lack of Equipment and training,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,1,2,2,4,2,3,3,NE,2,Faculty time and resources.,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,1,3,1,4,2,2,3,NE,2,lack of training to teach the topic,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,1,4,2,4,2,4,3,MW,3,The rate of change in experimental and computational approaches,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,2,3,1,5,3,1,3,WE,9,Faculty need professional development; many faculty do not have skill or experience in this area.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,2,2,1,4,3,1,2,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,1,3,1,4,8,3,1,NE,2,faculty skilled in bioinformatics of various types that could teach these courses,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,#NULL!,#NULL!,2,4,1,4,3,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,1,2,2,4,3,2,3,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,2,3,1,2,2,1,1,MW,3,The students ability to think critically and effectively evaluate information.  They rely on being told exactly what to do and have an inability to problem solve when things don't turn out as they anticipate.,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,#NULL!,#NULL!,2,2,1,1,3,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,1,3,2,4,2,3,1,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,2,3,1,4,1,1,1,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,2,2,2,4,8,5,3,MW,3,Not enough time to cover fundamental biology and include bioinformatics,1,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,1,3,2,4,3,3,2,NE,2,Making bioinformatics meaningful.  Why do it? Etc.,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,#NULL!,#NULL!,2,4,8,2,2,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,1,3,2,4,2,4,2,SO,7,Lack of knowledge among students of how to (really) use a computer.  General apathy towards working in depth with their computers and/or a programming language.  Lack of available course work.  Lack of knowledge of career opportunities.,,,,,,,,,,,,,,1,1,,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
988,1,3,2,4,1,2,2,SO,5,"Students have no experience working with large data or coding. Also, I don't know much, which makes it really difficult to try to teach even though I think it's very important.",1,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,1,4,1,4,1,4,3,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,1,2,1,4,2,3,2,NE,1,Getting them interested in understanding how the computational side of things works,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,1,3,1,4,2,4,3,SO,6,"There are few professors available for teaching bioinformatics courses, or that have the knowledge to integrate it into general courses. Many professors who are interested in bioinformatics have no formal training. Fellowship or internship programs to tran would increase the number of professors available to teach/integrate bioinformatics into the curriculum at all levels. Also, training opportunities that are available require programming skills as a prerequisite, require extensive travel to the location and are expensive.",1,1,1,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,1,1,2,4,3,2,2,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,1,3,1,4,2,2,2,SO,6,I think that the most important challenges are training and time to develop Bioinformatics content,1,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
996,2,3,1,2,1,1,1,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,1,3,1,4,2,5,1,SO,5,Lack of training in the part of the professors/instructors,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,1,1,1,4,3,2,2,SO,5,"Students need more preparation in Mathematics and Computer Science.  I have trouble recruiting enough students for this course because the course material is challenging.  If I wanted to add programming component, students would need a basic computer sciece course as a pre-requisite.  If I add additional computer science pre-requisites, I probably wouldn't be able to attract enough students for the course to run.",,,,,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,1,3,2,2,8,5,1,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,1,2,1,4,3,4,1,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,1,2,2,4,3,3,1,SO,7,"Fear of/unpreparedness for math and statsPush to streamline degree programsPressure to have high grade averagesLimited computational resources (and issues making access difficult)Distractions limiting students' ability to focus",,,,,,,,,,1,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,1,1,1,4,3,3,2,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,1,2,2,4,2,2,3,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,#NULL!,#NULL!,1,4,8,1,2,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,1,2,1,4,2,2,2,NE,2,"Access to appropriate resources and supportStudent fear of bioinformatics and the associated learning curve ( I have to work hard to recruit students to register for my course.)",,,,,,,,,,1,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,2,3,2,2,8,1,1,MW,4,The changes that occur to the field in general that make a lab or lecture topic dated quickly.,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,2,3,1,4,2,1,1,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,1,2,2,4,2,4,3,WE,8,"The poor training in fundamental STEM in K-12. I spend a lot of time remediating, and then getting into bioinformatic concepts.",1,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,2,2,2,4,8,3,3,WE,8,Finding enough time in a tight curriculum  during the Semester,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,1,1,1,4,8,4,2,WE,8,The wide range of student preparation and comfort with computing makes it challenging to provide meaningful experiences in bioinformatics to students.,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,1,2,2,4,2,3,1,WE,9,"most of our students are ""premed."" Selling these concepts to them and in turn to our other stake holders is a constant challenge.",,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,1,1,2,4,2,4,1,SO,5,"1.  Established biologists who think that bioinformatics is a separate discipline and not a fundamental part of biological science.  Molecular biology techniques are not treated this way and are often blended in teaching and fundamental to research like boinformatics.  See #3 below.2. Command line/scripting barrier.  Many new students don't understand the computer  other than as a cluster of GUI icons that you slide around to do stuff which makes command lines and filesystems very difficult concepts.3.  Department curriculum committees not seeing that scripting and HPC usage is a fundamental toolkit of biology thus not allotting credit hours to practical training.   For example, qPCR/PCR is a fundamental skill but RNAseq/GBS analysis is not.",1,1,,,,,,,,,,,,1,1,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1014,2,3,2,4,4,1,2,MW,3,Exposure to more of it.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,#NULL!,#NULL!,2,4,2,1,1,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,1,3,1,4,8,2,3,SO,5,Keeping up with the field and learning the information in order to teach it.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,1,3,2,4,1,4,2,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,1,3,1,4,1,2,2,MW,3,See my note about conceptual understanding.,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,1,3,1,4,2,2,1,NE,2,"There is a group of scientists from Computer Science , Enviromental science, Biology, Biochemistry and Chemistry departments that are developing a course in Bioinformatics and a minor regarding data analysis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
1021,1,2,1,4,3,4,3,SO,5,THE MULTIPLICITY OF ANALYTICAL TOOLS AND PLATFORMS.,1,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,2,3,2,1,6,1,1,MW,3,Needing to realize that bioinformatics is a necessity to obtain your degree and that you will be using it until you drop out of the field or change majors.,,,,,,,,,,,,,,1,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,2,3,2,4,3,1,1,WE,9,Students under-prepared in mathematics and English writing skills.,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,1,3,1,4,3,2,1,WE,8,"Lack of training in the area, as many of us earned our PHDs before bioinformatics was widely used an available",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,1,4,2,4,8,4,1,MW,4,Lack of any computer science experience/competence.,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,1,2,2,4,3,3,1,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,2,3,1,4,8,1,1,NE,2,Some intructors have not had to use these databases before.  They have no experience with them in their previous research.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,1,2,3,4,3,4,3,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,1,3,1,4,8,3,1,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,1,4,2,4,2,4,2,MW,3,"The inexperience of the students in dealing with actual algorithmic development, as distinct from manipulation of other people's algorithms; and the students' lack of rigorous training in statistics.",,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,1,3,1,4,1,4,2,WE,8,Lack of instructors,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,2,2,1,4,3,1,2,WE,9,The biology curriculum is incredibly broad.  And it is not realistic to think that every student studying biology will become competent in bioinformatics and computer coding.  They should be made aware of the various tools of bioinformatics so that they culd then decide if this was an aspect of biology that they were interested in pursuing.  Offering it as a minor or a concentration for interested students is a more realistic approach.,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,2,2,1,4,2,1,3,WE,9,"Lack of curriculum resources that integrate life content, not just stand-alone bioinformatics lessons; lack of institutional support in understanding the magnitude of the needs; lack of community of learning for instructional support",1,1,,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
1035,1,2,1,4,2,3,2,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,1,3,2,4,2,3,1,WE,9,"Funding for computers and softwareAlso, funding to generate new sequence data",,,,,,,1,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,1,4,2,4,6,4,1,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,#NULL!,#NULL!,1,4,2,4,1,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,1,2,2,4,8,3,2,MW,4,Students lack critical thinking skills and the ability to communicate to each other,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,1,1,1,4,2,4,2,WE,9,"basic computing skills, shell command familiarity and ease",,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,1,3,1,4,3,2,2,NE,2,"being able to think creactively and critically, analyzing data, the field probably undergoes constant change!!",,,,,,,,,,,,,,1,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,1,2,1,4,3,3,1,NE,2,"Getting it off the ground, having resource to train in and maintain research projects and then their own time constraints in getting the course proposal written.  Students will come but the course needs to be written, have research, publishable quality reearch projects within it.",1,1,,,1,,,,,1,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,1,2,2,4,2,2,3,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,1,2,3,3,2,3,3,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,2,3,1,4,3,1,1,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,1,1,2,4,2,4,2,NE,1,"Terror of using a computer beyond GUI. Imposter syndrome that they don't belong in ""computer science"" (my course is explicitly for biologists without prior knowledge). Unfamiliarity with programming logic.",,,,,,,,,,,,,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,1,4,2,4,2,4,3,NE,2,Too many things to learn: hard to choose most important among all of biology plus computer science plus statistics,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,1,2,1,4,8,2,2,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,1,1,1,4,8,3,3,MW,4,The difficulty that I have encountered has been that many students have never heard of Bioinformatics.  We will officially begin our Bioinformatics program in Fall 2016 and we have found that incoming freshman do not know what Bioinformatics is.  It isn'tuntil their Junior or Senior year that biology students end up hearing about Bioinformatics.,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,1,2,1,4,3,2,3,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,1,3,1,4,8,2,2,MW,4,convincing older faculty members that bioinformatics is here to stay and should be included in our undergraduate courses,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,1,3,1,4,3,3,2,WE,9,"Lack of simple enough curriculum, lack of faculty able to teach it, lack of cross-collaboration between biologists and computer scientists.",1,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
1055,1,1,2,4,3,3,2,MW,4,"lack of computational/math skills among biology faculty (like myself) results in a somewhat ""lite"" version of bioinformatics being taught.  strong on biological context and content, but weak on algorithms, code, and computational background.",1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,1,3,1,4,2,5,3,WE,9,convincing our peers that it is important,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,1,3,2,4,3,2,2,MW,3,Lack of training in this area,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,1,3,1,4,2,3,2,WE,9,"Neither bioinformatics nor computing were part of the curriculum for many of us during undergraduate or graduate training.  While we may pick up some ability to use programs directly related to our research, many professors may not feel knowledgable enoug to design labs or class activities that incorporate bioinformatics.  Without many experts on the faculty, it's hard to determine what courses would best prepare students to be more prepared for bioinformatics.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,1,2,2,4,2,5,3,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,2,3,1,2,8,1,1,WE,9,"Our students come in as ""open access"" and often lack proper foundational understanding of biology or lack reading/mathematical skills. Bioinformatics in a community college program is very challenging.",,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,1,2,1,4,2,5,1,NE,2,"Availability of resources to adequately study, investigate and teach bioinformatics are limited.  Ability to collaborate with institutions/PIs with necessary skills is also limited.  Most UG institutions serving underrepresented communities have limited rsources and over-burdened faculty.  Difficult to achieve balance.  Need better collaborations and greater access to relevant tools.",,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
1063,1,2,1,4,8,3,2,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,2,1,1,4,2,1,1,WE,8,"Lack of dedicated facility for teaching bioinformatics course.Lack of information technology support staff trained in bioinformatics.Lack of preparedness of the students to persist and succeed in the course.Lack of sufficient funding for bioinformatcs faculty professional growth to stay current in the field.",1,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,
1065,1,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,1,3,2,4,2,5,3,NE,2,"Traditionally the Biology students don_t have good math and computing skills and this is big obstacle.Some of them are coming to get easier pass to the medical programs.Very few care about research _ no money for research, no prospect for developmnt.",,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,1,3,2,4,1,2,1,NE,2,"Getting up-to-date in bioinformatics, especially for those whose schooling predates the explosion in the field.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,1,1,2,4,8,2,3,SO,6,"Helping students to become comfortable/familiar with the wide array of software available to apply these concepts.  At an undergraduate level, a few GUI-based applications work best.",,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,1,2,1,4,3,2,3,NE,1,expertise of the faculty and deciding what to cut out of the curriculum in order to add these labs.,1,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,2,3,2,4,9,1,1,WE,8,Deficiencies in basic math skills and in analytical thinking.,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,1,1,#NULL!,4,2,2,1,SO,7,"Co-operation between math, computer sciences, biology and chemistry departments",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
1072,1,3,1,4,3,2,1,SO,6,"Many of us are older and not specifically trained in the discipline.  At smaller colleges, we do not have enough faculty to specialize and still cover introductory courses.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,2,3,2,4,1,1,1,SO,5,Have no opinion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,1,3,1,4,1,4,3,SO,5,"Many teaching undergraduate introductory courses are not trained in bioinformatics, but understand the importance of exposing our students to it.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,2,3,2,4,3,5,1,SO,7,"At my institution the challenge is the students lack of knowledge of computer databases and general lack of interest in the topics. This is in part due to the fact that students in all of my classes are freshmen and there are no junior, senior, or graduat level students at my institution to help inspire interest in the freshmen.",,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,1,2,2,4,2,3,1,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,1,1,1,4,8,4,1,NE,2,The students already have many requirements to earn a degree so they may not choose to take a bioinformatics course when another course could fulfill the requirements of their degree. The preparation needed to teach a bioinformatics course is very extensie. Computers are needed and that could make it difficult for scheduling purposes.,1,,1,,,,1,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,1,1,1,4,9,4,2,NE,1,"lack of basic math skills (algebra, calculus)",,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,1,3,2,2,3,2,3,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,2,3,1,4,3,1,1,WE,8,Knowledge and ease of implementation.  There are faculty that would participate but our teaching load is quite high and some do research with students.  The way to make this work is to develop it as a special topics course and show success.  This way it culd easily be passed through curriculum.,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,1,1,1,4,2,4,2,WE,8,Prerequisites for courses,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1086,1,2,2,4,3,4,2,SO,5,the lack of knowledge that such tools are readily available and most often free.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,2,3,1,4,8,5,3,SO,5,Keeping up with the important technology/programs which will be relevant to our students when they are looking for employment,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,1,3,2,4,2,3,1,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,1,4,1,2,3,4,1,MW,4,"I am not sure.   I do not teach undergrads but I would guess that with addition of new materials into the curriculum, it might be difficult for students to take all of the requirements and graduate on time.",,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
